family,seed,generation,defect_type,budget,actual_after,violation,relaxation_steps_used
dbr_confirmatory_211_213,212,1,incorrect_answer,0.3,0.5714285714285714,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,1,low_reasoning,0.25,0.46938775510204084,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,1,low_structure,0.3,0.32653061224489793,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,1,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,1,silent_error,0.1,0.32653061224489793,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,2,incorrect_answer,0.3,0.5918367346938775,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,2,low_reasoning,0.25,0.46938775510204084,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,2,low_structure,0.3,0.3877551020408163,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,2,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,212,2,silent_error,0.1,0.22448979591836735,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,0,incorrect_answer,0.3,0.5102040816326531,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,0,low_reasoning,0.25,0.3877551020408163,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,0,low_structure,0.3,0.2653061224489796,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,0,parse_failure,0.0,0.0,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,0,silent_error,0.1,0.22448979591836735,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,1,incorrect_answer,0.3,0.5,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,1,low_reasoning,0.25,0.4583333333333333,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,1,low_structure,0.3,0.2708333333333333,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,1,parse_failure,0.0,0.0,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,1,silent_error,0.1,0.25,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,2,incorrect_answer,0.3,0.3958333333333333,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,2,low_reasoning,0.25,0.375,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,2,low_structure,0.3,0.2708333333333333,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,2,parse_failure,0.0,0.0,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_confirmatory_211_213,213,2,silent_error,0.1,0.1875,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,0,incorrect_answer,0.3,0.5567010309278351,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,0,low_reasoning,0.25,0.4742268041237113,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,0,low_structure,0.3,0.38144329896907214,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,0,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,0,silent_error,0.1,0.17525773195876287,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,1,incorrect_answer,0.3,0.53125,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,1,low_reasoning,0.25,0.4375,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,1,low_structure,0.3,0.3333333333333333,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,1,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,1,silent_error,0.1,0.25,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,2,incorrect_answer,0.3,0.5154639175257731,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,2,low_reasoning,0.25,0.422680412371134,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,2,low_structure,0.3,0.35051546391752575,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,2,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,221,2,silent_error,0.1,0.23711340206185566,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,0,incorrect_answer,0.3,0.6391752577319587,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,0,low_reasoning,0.25,0.4845360824742268,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,0,low_structure,0.3,0.35051546391752575,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,0,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,0,silent_error,0.1,0.24742268041237114,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,1,incorrect_answer,0.3,0.6363636363636364,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,1,low_reasoning,0.25,0.47474747474747475,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,1,low_structure,0.3,0.37373737373737376,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,1,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,1,silent_error,0.1,0.21212121212121213,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,2,incorrect_answer,0.3,0.6224489795918368,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,2,low_reasoning,0.25,0.5510204081632653,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,2,low_structure,0.3,0.40816326530612246,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,2,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,222,2,silent_error,0.1,0.24489795918367346,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,0,incorrect_answer,0.3,0.574468085106383,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,0,low_reasoning,0.25,0.46808510638297873,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,0,low_structure,0.3,0.3723404255319149,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,0,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,0,silent_error,0.1,0.26595744680851063,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,1,incorrect_answer,0.3,0.5567010309278351,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,1,low_reasoning,0.25,0.4536082474226804,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,1,low_structure,0.3,0.30927835051546393,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,1,parse_failure,0.0,0.0,False,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,1,silent_error,0.1,0.21649484536082475,True,relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,2,incorrect_answer,0.3,0.48936170212765956,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,2,low_reasoning,0.25,0.425531914893617,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,2,low_structure,0.3,0.3191489361702128,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,2,parse_failure,0.0,0.0,False,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
dbr_only_221_223,223,2,silent_error,0.1,0.26595744680851063,True,relax_low_structure|relax_low_reasoning|relax_incorrect_answer|relax_silent_error
